Simulation Complete...
         65697726 function calls (65659680 primitive calls) in 72.016 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       35    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
     1919    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
     1690    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
      848    0.000    0.000    0.000    0.000 typing_extensions.py:281(_should_collect_from_parameters)
       73    0.000    0.000    0.001    0.000 inspect.py:3206(__str__)
       85    0.000    0.000    0.006    0.000 dataclasses.py:412(_create_fn)
      891    0.000    0.000    0.001    0.000 colors.py:219(_is_nth_color)
       72    0.000    0.000    0.001    0.000 config.py:491(register_option)
      253    0.000    0.000    0.005    0.000 typing.py:1147(copy_with)
      241    0.000    0.000    0.001    0.000 enum.py:579(_get_mixins_)
     1301    0.000    0.000    0.000    0.000 __init__.py:681(_set)
     1690    0.000    0.000    0.000    0.000 _docscrape.py:80(is_empty)
      459    0.000    0.000    0.000    0.000 _function_base_impl.py:339(iterable)
      860    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
     1500    0.000    0.000    0.000    0.000 garrido_brain_v00.py:73(getMF_DCN)
      500    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
       89    0.000    0.000    0.001    0.000 dataclasses.py:722(_get_field)
      585    0.000    0.000    0.000    0.000 _docscrape.py:86(is_unindented)
     2878    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      445    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
     1170    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
       64    0.000    0.000    0.003    0.000 deprecation.py:414(make_keyword_only)
      184    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       53    0.000    0.000    0.004    0.000 _docscrape.py:201(_read_to_next_section)
       42    0.000    0.000    0.001    0.000 deprecation.py:456(<listcomp>)
        3    0.000    0.000    0.017    0.006 numeric.py:1(<module>)
      200    0.000    0.000    0.010    0.000 pyplot.py:175(_copy_docstring_and_deprecators)
      105    0.000    0.000    0.179    0.002 artist.py:125(__init_subclass__)
      848    0.000    0.000    0.001    0.000 typing_extensions.py:3303(_is_unpacked_typevartuple)
     1000    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
      110    0.000    0.000    0.002    0.000 enum.py:165(__prepare__)
      576    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       39    0.000    0.000    0.003    0.000 colors.py:1081(from_list)
      808    0.000    0.000    0.000    0.000 __init__.py:701(_get)
       39    0.000    0.000    0.001    0.000 colors.py:419(to_rgba_array)
        1    0.000    0.000    0.294    0.294 pyplot.py:1(<module>)
      117    0.000    0.000    0.001    0.000 pathlib.py:569(_parse_args)
     1484    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      153    0.000    0.000    0.002    0.000 {built-in method _abc._abc_register}
      306    0.000    0.000    0.000    0.000 results.py:182(__new__)
  474/378    0.000    0.000    0.016    0.000 typing.py:401(__getitem__)
     2232    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       60    0.000    0.000    0.001    0.000 argparse.py:161(__init__)
        2    0.000    0.000    0.002    0.001 arm_assets_v01.py:137(__init__)
       48    0.000    0.000    0.002    0.000 argparse.py:1399(add_argument)
       86    0.000    0.000    0.002    0.000 auxfuncs.py:614(l_and)
     2849    0.000    0.000    0.000    0.000 _constants.py:56(<genexpr>)
     1656    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       59    0.000    0.000    0.007    0.000 typing.py:2247(_make_nmtuple)
       65    0.000    0.000    0.003    0.000 core.py:4495(__init__)
      140    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      291    0.000    0.000    0.001    0.000 inspect.py:2721(__str__)
       28    0.000    0.000    0.001    0.000 _backend.py:312(get_defaults)
        2    0.000    0.000    0.000    0.000 style.py:60(__new__)
  164/119    0.000    0.000    0.062    0.001 <frozen importlib._bootstrap_external>:1182(exec_module)
       64    0.000    0.000    0.002    0.000 util.py:450(replaced_by_pep8)
      319    0.000    0.000    0.000    0.000 function_base.py:455(_needs_add_docstring)
        2    0.000    0.000    0.166    0.083 interactiveshell.py:1(<module>)
      146    0.000    0.000    0.000    0.000 guarded_eval.py:460(_find_dunder)
       17    0.000    0.000    0.000    0.000 generic.py:36(create_pandas_abc_type)
       27    0.000    0.000    0.001    0.000 gettext.py:542(find)
      429    0.000    0.000    0.003    0.000 colors.py:224(is_color_like)
       20    0.000    0.000    0.003    0.000 _docscrape.py:224(_parse_param_list)
        1    0.000    0.000    0.005    0.005 frame.py:513(DataFrame)
     1694    0.000    0.000    0.000    0.000 unicode.py:63(<genexpr>)
      160    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
      160    0.000    0.000    0.000    0.000 traitlets.py:876(tag)
        1    0.000    0.000    0.017    0.017 _axes.py:67(Axes)
       60    0.000    0.000    0.000    0.000 shutil.py:1385(get_terminal_size)
     1484    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
     1500    0.000    0.000    0.000    0.000 garrido_brain_v00.py:79(getPF_PC)
      236    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
       54    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
        1    0.000    0.000    0.000    0.000 inspect.py:444(getmembers)
      118    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
     2241    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        9    0.000    0.000    0.009    0.001 common.py:1(<module>)
      508    0.000    0.000    0.095    0.000 re.py:249(compile)
      319    0.000    0.000    0.001    0.000 function_base.py:473(_add_docstring)
     1028    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       39    0.000    0.000    0.001    0.000 argparse.py:1317(__init__)
     1472    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
     2618    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      813    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
     1910    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
     1791    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      548    0.000    0.000    0.000    0.000 rcsetup.py:191(validator)
       94    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
       96    0.000    0.000    0.004    0.000 typing.py:523(Optional)
      813    0.000    0.000    0.000    0.000 __init__.py:1003(<lambda>)
      427    0.000    0.000    0.002    0.000 {built-in method builtins.any}
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
     1500    0.000    0.000    0.000    0.000 garrido_brain_v00.py:76(getPC_DCN)
       90    0.000    0.000    0.000    0.000 _docscrape.py:475(_str_param_list)
       48    0.000    0.000    0.005    0.000 __init__.py:1406(_add_data_doc)
      108    0.000    0.000    0.001    0.000 font_manager.py:989(_json_decode)
     78/4    0.000    0.000    0.001    0.000 core.py:1083(_parseCache)
      946    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
      484    0.000    0.000    0.000    0.000 __init__.py:781(__getitem__)
      259    0.000    0.000    0.002    0.000 inspect.py:3014(replace)
      690    0.000    0.000    0.000    0.000 _mathtext_data.py:1724(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
       21    0.000    0.000    0.004    0.000 enum.py:483(_create_)
        1    0.000    0.000    0.004    0.004 generic.py:247(NDFrame)
        3    0.000    0.000    0.101    0.034 generic.py:1(<module>)
       81    0.000    0.000    0.002    0.000 typing.py:1208(__getitem_inner__)
      110    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
      143    0.000    0.000    0.009    0.000 _decorators.py:484(__call__)
       40    0.000    0.000    0.002    0.000 argparse.py:510(_format_action)
       98    0.000    0.000    0.000    0.000 traitlets.py:2256(__init__)
      481    0.000    0.000    0.000    0.000 argparse.py:1370(register)
       19    0.000    0.000    0.004    0.000 rcsetup.py:865(validate_cycler)
        1    0.000    0.000    0.022    0.022 ansi.py:1(<module>)
     22/3    0.000    0.000    0.001    0.000 core.py:4536(streamline)
      553    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
     1484    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
       64    0.000    0.000    0.001    0.000 core.py:5120(__init__)
      125    0.000    0.000    0.003    0.000 typing.py:1194(__getitem__)
       61    0.000    0.000    0.002    0.000 _internal.py:25(inner)
      270    0.000    0.000    0.004    0.000 _decorators.py:387(<listcomp>)
      542    0.000    0.000    0.000    0.000 traitlets.py:472(subclass_init)
      110    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        1    0.000    0.000    0.003    0.003 lapack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm_bivar.py:1(<module>)
     1685    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       80    0.000    0.000    0.001    0.000 inspect.py:1959(_signature_bound_method)
     1754    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
       20    0.000    0.000    0.002    0.000 dataclasses.py:527(_init_fn)
      261    0.000    0.000    0.002    0.000 rcsetup.py:304(validate_color_for_prop_cycle)
      125    0.000    0.000    0.000    0.000 expr.py:193(<genexpr>)
      719    0.000    0.000    0.004    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.036    0.036 crackfortran.py:1(<module>)
  306/282    0.000    0.000    0.000    0.000 results.py:205(__init__)
      135    0.000    0.000    0.000    0.000 dataclasses.py:663(_is_type)
       38    0.000    0.000    0.000    0.000 argparse.py:626(_expand_help)
        2    0.000    0.000    0.012    0.006 core.py:198(read_style_directory)
  533/524    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       68    0.000    0.000    0.002    0.000 typing.py:1223(__getitem__)
        2    0.000    0.000    0.001    0.000 decoder.py:343(raw_decode)
       76    0.000    0.000    0.001    0.000 contextlib.py:252(contextmanager)
       28    0.000    0.000    0.001    0.000 _docstring.py:79(<genexpr>)
        8    0.000    0.000    0.149    0.019 api.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _codata.py:1(<module>)
      806    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
     1938    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
      146    0.000    0.000    0.000    0.000 typing_extensions.py:3187(_check_generic)
        1    0.000    0.000    0.002    0.002 series.py:266(Series)
        1    0.000    0.000    0.001    0.001 interactiveshell.py:326(InteractiveShell)
       83    0.000    0.000    0.001    0.000 core.py:4286(__init__)
       19    0.000    0.000    0.001    0.000 _decorators.py:307(<listcomp>)
      296    0.000    0.000    0.000    0.000 os.py:755(encode)
        2    0.000    0.000    0.000    0.000 sysconfig.py:206(_extend_dict)
       24    0.000    0.000    0.001    0.000 deprecation.py:126(deprecate)
       42    0.000    0.000    0.000    0.000 deprecation.py:439(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:345(<listcomp>)
     1666    0.000    0.000    0.000    0.000 traitlets.py:695(__get__)
        1    0.000    0.000    0.002    0.002 accessor.py:160(StringMethods)
       59    0.000    0.000    0.002    0.000 typing.py:2249(<dictcomp>)
    72/12    0.000    0.000    0.003    0.000 core.py:4605(parseImpl)
        3    0.000    0.000    0.084    0.028 _basic.py:1(<module>)
      286    0.000    0.000    0.002    0.000 _docscrape.py:77(read_to_next_empty_line)
      488    0.000    0.000    0.000    0.000 colors.py:358(<genexpr>)
     1000    0.000    0.000    0.000    0.000 garrido_brain_v00.py:59(getPC)
       67    0.000    0.000    0.001    0.000 colors.py:1153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
       10    0.000    0.000    0.008    0.001 _docscrape.py:388(_parse)
      445    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
     1689    0.000    0.000    0.000    0.000 inspect.py:2691(default)
        1    0.000    0.000    0.009    0.009 Image.py:1(<module>)
       36    0.000    0.000    0.000    0.000 construction.py:517(sanitize_array)
   129/61    0.000    0.000    0.002    0.000 core.py:4422(copy)
        1    0.000    0.000    0.006    0.006 rules.py:1(<module>)
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       81    0.000    0.000    0.002    0.000 typing.py:1188(copy_with)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
      441    0.000    0.000    0.001    0.000 typing.py:1143(<genexpr>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
      193    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     39/1    0.000    0.000    0.000    0.000 __config__.py:25(<dictcomp>)
       64    0.000    0.000    0.000    0.000 _decorators.py:443(__call__)
       39    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
      101    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
    30/11    0.000    0.000    0.001    0.000 copy.py:227(_deepcopy_dict)
     59/7    0.000    0.000    0.002    0.000 core.py:4325(leave_whitespace)
        4    0.000    0.000    0.038    0.009 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 latex_symbols.py:1(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:167(_register_known_types)
        3    0.000    0.000    0.081    0.027 application.py:1(<module>)
      113    0.000    0.000    0.003    0.000 rcsetup.py:99(f)
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
       89    0.000    0.000    0.017    0.000 traitlets.py:984(__init__)
      553    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      270    0.000    0.000    0.000    0.000 _decorators.py:343(doc)
       11    0.000    0.000    0.012    0.001 _util.py:365(decorator)
        1    0.000    0.000    0.000    0.000 helpers.py:176(one_of)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
      183    0.000    0.000    0.000    0.000 colors.py:692(__init__)
        7    0.000    0.000    0.002    0.000 core.py:3167(__init__)
      110    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        1    0.000    0.000    0.000    0.000 digraphs.py:1(<module>)
     1890    0.000    0.000    0.000    0.000 __init__.py:887(<lambda>)
      344    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
       12    0.000    0.000    0.000    0.000 numeric.py:64(zeros_like)
